Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Year,Month,Weekday,Total Markdown
1,30-07-2010,81.84,2.64,0,0,0,0,0,211.37,7.79,FALSE,2010,July,Friday,0
1,06-08-2010,87.16,2.63,0,0,0,0,0,211.5,7.79,FALSE,2010,August,Friday,0
1,13-08-2010,87,2.69,0,0,0,0,0,211.64,7.79,FALSE,2010,August,Friday,0
1,20-08-2010,86.65,2.66,0,0,0,0,0,211.6,7.79,FALSE,2010,August,Friday,0
1,27-08-2010,85.22,2.62,0,0,0,0,0,211.57,7.79,FALSE,2010,August,Friday,0
1,03-09-2010,81.21,2.58,0,0,0,0,0,211.53,7.79,FALSE,2010,September,Friday,0
1,10-09-2010,78.69,2.57,0,0,0,0,0,211.5,7.79,TRUE,2010,September,Friday,0
1,17-09-2010,82.11,2.58,0,0,0,0,0,211.52,7.79,FALSE,2010,September,Friday,0
1,24-09-2010,80.94,2.62,0,0,0,0,0,211.6,7.79,FALSE,2010,September,Friday,0
1,01-10-2010,71.89,2.6,0,0,0,0,0,211.67,7.84,FALSE,2010,October,Friday,0
1,08-10-2010,63.93,2.63,0,0,0,0,0,211.75,7.84,FALSE,2010,October,Friday,0
1,15-10-2010,67.18,2.72,0,0,0,0,0,211.81,7.84,FALSE,2010,October,Friday,0
1,22-10-2010,69.86,2.73,0,0,0,0,0,211.86,7.84,FALSE,2010,October,Friday,0
1,29-10-2010,69.64,2.72,0,0,0,0,0,211.91,7.84,FALSE,2010,October,Friday,0
1,05-11-2010,58.74,2.69,0,0,0,0,0,211.96,7.84,FALSE,2010,November,Friday,0
1,12-11-2010,59.61,2.73,0,0,0,0,0,212,7.84,FALSE,2010,November,Friday,0
1,19-11-2010,51.41,2.77,0,0,0,0,0,211.89,7.84,FALSE,2010,November,Friday,0
1,26-11-2010,64.52,2.74,0,0,0,0,0,211.75,7.84,TRUE,2010,November,Friday,0
1,03-12-2010,49.27,2.71,0,0,0,0,0,211.61,7.84,FALSE,2010,December,Friday,0
1,10-12-2010,46.33,2.84,0,0,0,0,0,211.47,7.84,FALSE,2010,December,Friday,0
1,17-12-2010,49.84,2.87,0,0,0,0,0,211.41,7.84,FALSE,2010,December,Friday,0
1,24-12-2010,52.33,2.89,0,0,0,0,0,211.41,7.84,FALSE,2010,December,Friday,0
1,31-12-2010,48.43,2.94,0,0,0,0,0,211.4,7.84,TRUE,2010,December,Friday,0
1,07-01-2011,48.27,2.98,0,0,0,0,0,211.4,7.74,FALSE,2011,January,Friday,0
1,14-01-2011,35.4,2.98,0,0,0,0,0,211.46,7.74,FALSE,2011,January,Friday,0
1,21-01-2011,44.04,3.02,0,0,0,0,0,211.83,7.74,FALSE,2011,January,Friday,0
1,28-01-2011,43.83,3.01,0,0,0,0,0,212.2,7.74,FALSE,2011,January,Friday,0
1,04-02-2011,42.27,2.99,0,0,0,0,0,212.57,7.74,FALSE,2011,February,Friday,0
1,11-02-2011,36.39,3.02,0,0,0,0,0,212.94,7.74,TRUE,2011,February,Friday,0
1,18-02-2011,57.36,3.05,0,0,0,0,0,213.25,7.74,FALSE,2011,February,Friday,0
1,25-02-2011,62.9,3.07,0,0,0,0,0,213.54,7.74,FALSE,2011,February,Friday,0
1,04-03-2011,59.58,3.29,0,0,0,0,0,213.82,7.74,FALSE,2011,March,Friday,0
1,11-03-2011,53.56,3.46,0,0,0,0,0,214.11,7.74,FALSE,2011,March,Friday,0
1,18-03-2011,62.76,3.49,0,0,0,0,0,214.36,7.74,FALSE,2011,March,Friday,0
1,25-03-2011,69.97,3.47,0,0,0,0,0,214.6,7.74,FALSE,2011,March,Friday,0
1,01-04-2011,59.17,3.52,0,0,0,0,0,214.84,7.68,FALSE,2011,April,Friday,0
1,08-04-2011,67.84,3.62,0,0,0,0,0,215.07,7.68,FALSE,2011,April,Friday,0
1,15-04-2011,71.27,3.74,0,0,0,0,0,215.29,7.68,FALSE,2011,April,Friday,0
1,22-04-2011,72.99,3.81,0,0,0,0,0,215.46,7.68,FALSE,2011,April,Friday,0
1,29-04-2011,72.03,3.81,0,0,0,0,0,215.63,7.68,FALSE,2011,April,Friday,0
1,06-05-2011,64.61,3.91,0,0,0,0,0,215.8,7.68,FALSE,2011,May,Friday,0
1,13-05-2011,75.64,3.9,0,0,0,0,0,215.96,7.68,FALSE,2011,May,Friday,0
1,20-05-2011,67.63,3.91,0,0,0,0,0,215.73,7.68,FALSE,2011,May,Friday,0
1,27-05-2011,77.72,3.79,0,0,0,0,0,215.5,7.68,FALSE,2011,May,Friday,0
1,03-06-2011,83,3.7,0,0,0,0,0,215.27,7.68,FALSE,2011,June,Friday,0
1,10-06-2011,83.13,3.65,0,0,0,0,0,215.04,7.68,FALSE,2011,June,Friday,0
1,17-06-2011,86.41,3.64,0,0,0,0,0,215,7.68,FALSE,2011,June,Friday,0
1,24-06-2011,83.58,3.59,0,0,0,0,0,215.09,7.68,FALSE,2011,June,Friday,0
1,01-07-2011,85.55,3.52,0,0,0,0,0,215.18,7.96,FALSE,2011,July,Friday,0
1,08-07-2011,85.83,3.48,0,0,0,0,0,215.28,7.96,FALSE,2011,July,Friday,0
1,15-07-2011,88.54,3.58,0,0,0,0,0,215.36,7.96,FALSE,2011,July,Friday,0
1,22-07-2011,85.77,3.65,0,0,0,0,0,215.42,7.96,FALSE,2011,July,Friday,0
1,29-07-2011,86.83,3.68,0,0,0,0,0,215.48,7.96,FALSE,2011,July,Friday,0
1,05-08-2011,91.65,3.68,0,0,0,0,0,215.54,7.96,FALSE,2011,August,Friday,0
1,12-08-2011,90.76,3.64,0,0,0,0,0,215.61,7.96,FALSE,2011,August,Friday,0
1,19-08-2011,89.94,3.55,0,0,0,0,0,215.67,7.96,FALSE,2011,August,Friday,0
1,26-08-2011,87.96,3.52,0,0,0,0,0,215.73,7.96,FALSE,2011,August,Friday,0
1,02-09-2011,87.83,3.53,0,0,0,0,0,215.8,7.96,FALSE,2011,September,Friday,0
1,09-09-2011,76,3.55,0,0,0,0,0,215.86,7.96,TRUE,2011,September,Friday,0
1,16-09-2011,79.94,3.53,0,0,0,0,0,216.04,7.96,FALSE,2011,September,Friday,0
1,23-09-2011,75.8,3.47,0,0,0,0,0,216.38,7.96,FALSE,2011,September,Friday,0
1,30-09-2011,79.69,3.36,0,0,0,0,0,216.71,7.96,FALSE,2011,September,Friday,0
1,07-10-2011,69.31,3.29,0,0,0,0,0,217.05,7.87,FALSE,2011,October,Friday,0
1,14-10-2011,71.74,3.27,0,0,0,0,0,217.36,7.87,FALSE,2011,October,Friday,0
1,21-10-2011,63.71,3.35,0,0,0,0,0,217.52,7.87,FALSE,2011,October,Friday,0
1,28-10-2011,66.57,3.37,0,0,0,0,0,217.68,7.87,FALSE,2011,October,Friday,0
1,04-11-2011,54.98,3.33,0,0,0,0,0,217.84,7.87,FALSE,2011,November,Friday,0
1,11-11-2011,59.11,3.3,10382.9,6115.67,215.07,2406.62,6551.42,218,7.87,FALSE,2011,November,Friday,25672
1,18-11-2011,62.25,3.31,6074.12,254.39,51.98,427.39,5988.57,218.22,7.87,FALSE,2011,November,Friday,12796
1,25-11-2011,60.14,3.24,410.31,98,55805.51,8,554.92,218.47,7.87,TRUE,2011,November,Friday,56877
1,02-12-2011,48.91,3.17,5629.51,68,1398.11,2084.64,20475.32,218.71,7.87,FALSE,2011,December,Friday,29656
1,09-12-2011,43.93,3.16,4640.65,19,105.02,3639.42,14461.82,218.96,7.87,FALSE,2011,December,Friday,22866
1,16-12-2011,51.63,3.16,5011.32,67,347.37,225.79,4011.37,219.18,7.87,FALSE,2011,December,Friday,9663
1,23-12-2011,47.96,3.11,2725.36,40.48,634.7,24.9,2739.43,219.36,7.87,FALSE,2011,December,Friday,6165
1,30-12-2011,44.55,3.13,5762.1,46011.38,260.36,983.65,4735.78,219.54,7.87,TRUE,2011,December,Friday,57753
1,06-01-2012,49.01,3.16,6277.39,21813.16,143.1,1450.13,8483,219.71,7.35,FALSE,2012,January,Friday,38167
1,13-01-2012,48.53,3.26,5183.29,8025.87,42.24,453.08,3719.38,219.89,7.35,FALSE,2012,January,Friday,17424
1,20-01-2012,54.11,3.27,4139.87,2807.19,33.88,500.62,3400.21,219.99,7.35,FALSE,2012,January,Friday,10882
1,27-01-2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.08,7.35,FALSE,2012,January,Friday,3524
1,03-02-2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.17,7.35,FALSE,2012,February,Friday,76351
1,10-02-2012,48.02,3.41,13925.06,6927.23,101.64,8471.88,6886.04,220.27,7.35,TRUE,2012,February,Friday,36312
1,17-02-2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.43,7.35,FALSE,2012,February,Friday,32757
1,24-02-2012,57.25,3.56,9349.61,7556.01,3.2,1219.92,8143.59,220.64,7.35,FALSE,2012,February,Friday,26272
1,02-03-2012,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.85,7.35,FALSE,2012,March,Friday,50480
1,09-03-2012,58.76,3.67,10331.04,151.88,6,671.43,5509.84,221.06,7.35,FALSE,2012,March,Friday,16670
1,16-03-2012,64.74,3.73,4298.16,7.5,2.02,2724.65,2017.69,221.21,7.35,FALSE,2012,March,Friday,9050
1,23-03-2012,65.93,3.79,6118.56,9.48,4.97,426.72,3657.22,221.29,7.35,FALSE,2012,March,Friday,10217
1,30-03-2012,67.61,3.85,10309.58,0.5,10.25,1654.17,2642.78,221.36,7.35,FALSE,2012,March,Friday,14617
1,06-04-2012,70.43,3.89,10121.97,0,77.98,3750.59,4510.72,221.44,7.14,FALSE,2012,April,Friday,18461
1,13-04-2012,69.07,3.89,6186.19,3288.69,17.07,1822.55,1063.78,221.51,7.14,FALSE,2012,April,Friday,12378
1,20-04-2012,66.76,3.88,2230.8,612.02,19.75,275.13,5747.1,221.56,7.14,FALSE,2012,April,Friday,8885
1,27-04-2012,67.23,3.81,3221.25,0,35.49,577.14,6222.25,221.62,7.14,FALSE,2012,April,Friday,10056
1,04-05-2012,75.55,3.75,21290.13,0,69.89,4977.35,3261.04,221.67,7.14,FALSE,2012,May,Friday,29598
1,11-05-2012,73.77,3.69,8351.4,0,10.52,2443.14,3127.88,221.73,7.14,FALSE,2012,May,Friday,13933
1,18-05-2012,70.33,3.63,6154.14,0,45.11,1675.49,5508.18,221.74,7.14,FALSE,2012,May,Friday,13383
1,25-05-2012,77.22,3.56,4039.39,0,745.19,1429.96,3631.13,221.74,7.14,FALSE,2012,May,Friday,9846
1,01-06-2012,77.95,3.5,6086.21,12,370.51,148.75,3690.85,221.75,7.14,FALSE,2012,June,Friday,10308
1,08-06-2012,78.3,3.45,8813.81,116.8,64.55,2652.04,7161.91,221.75,7.14,FALSE,2012,June,Friday,18809
1,15-06-2012,79.35,3.39,5621.99,109.6,0.25,2420.28,3083.26,221.76,7.14,FALSE,2012,June,Friday,11235
1,22-06-2012,78.39,3.35,8624.56,171.25,3.05,2524.07,7063.68,221.8,7.14,FALSE,2012,June,Friday,18387
1,29-06-2012,84.88,3.29,3965.73,161.6,0,435.99,4212.97,221.84,7.14,FALSE,2012,June,Friday,8776
1,06-07-2012,81.57,3.23,12218.76,94.4,192.83,4066.01,6149.04,221.88,6.91,FALSE,2012,July,Friday,22721
1,13-07-2012,77.12,3.26,7218.13,45.2,36.24,3909.38,2596.37,221.92,6.91,FALSE,2012,July,Friday,13805
1,20-07-2012,80.42,3.31,3213,313.72,9.53,2262.02,3228.19,221.93,6.91,FALSE,2012,July,Friday,9026
1,27-07-2012,82.66,3.41,7146.9,389.02,1.59,10267.54,4325.19,221.94,6.91,FALSE,2012,July,Friday,22130
1,03-08-2012,86.11,3.42,27584.78,119.98,30.23,12007.04,4661.71,221.95,6.91,FALSE,2012,August,Friday,44404
1,10-08-2012,85.05,3.49,11436.22,245,6.85,6964.26,4836.22,221.96,6.91,FALSE,2012,August,Friday,23489
1,17-08-2012,84.85,3.57,3662.06,137.86,4.84,2752.2,3446.15,222.04,6.91,FALSE,2012,August,Friday,10003
1,24-08-2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17,6.91,FALSE,2012,August,Friday,17952
1,31-08-2012,80.49,3.64,21442.73,102.32,21.7,13209.64,3032.96,222.31,6.91,FALSE,2012,August,Friday,37809
1,07-09-2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.44,6.91,TRUE,2012,September,Friday,12149
1,14-09-2012,74.97,3.72,17212.52,7,18.79,1523.11,7992.72,222.58,6.91,FALSE,2012,September,Friday,26754
1,21-09-2012,69.87,3.72,6352.3,7.64,4.69,1010.06,6456.71,222.78,6.91,FALSE,2012,September,Friday,13831
1,28-09-2012,76.08,3.67,3666.27,7.64,1.65,1417.96,4744.28,222.98,6.91,FALSE,2012,September,Friday,9838
1,05-10-2012,68.55,3.62,8077.89,0,18.22,3617.43,3626.14,223.18,6.57,FALSE,2012,October,Friday,15340
1,12-10-2012,62.99,3.6,2086.18,0,8.11,602.36,5926.45,223.38,6.57,FALSE,2012,October,Friday,8623
1,19-10-2012,67.97,3.59,950.33,0,4.93,80.25,2312.85,223.43,6.57,FALSE,2012,October,Friday,3348
1,26-10-2012,69.16,3.51,2585.85,31.75,6,1057.16,1305.01,223.44,6.57,FALSE,2012,October,Friday,4986
1,02-11-2012,55.32,3.39,6766.44,5147.7,50.82,3639.9,2737.42,223.46,6.57,FALSE,2012,November,Friday,18342
1,09-11-2012,61.24,3.31,11421.32,3370.89,40.28,4646.79,6154.16,223.48,6.57,FALSE,2012,November,Friday,25633
1,16-11-2012,52.92,3.25,9696.28,292.1,103.78,1133.15,6612.69,223.51,6.57,FALSE,2012,November,Friday,17838
1,23-11-2012,56.23,3.21,883.59,4.17,74910.32,209.91,303.32,223.56,6.57,TRUE,2012,November,Friday,76311
1,30-11-2012,52.34,3.21,2460.03,0,3838.35,150.57,6966.34,223.61,6.57,FALSE,2012,November,Friday,13415
1,07-12-2012,64.12,3.2,6343.16,0,270,2928.9,10147.9,223.66,6.57,FALSE,2012,December,Friday,19690
1,14-12-2012,48.89,3.17,3504.83,0,73.26,1636.8,2779.6,223.72,6.57,FALSE,2012,December,Friday,7994
1,21-12-2012,56.02,3.1,8231.71,0,274,358.15,2834.02,223.84,6.57,FALSE,2012,December,Friday,11698
1,28-12-2012,44.79,3.11,12659.55,37101.13,174.78,74.46,1208.86,223.96,6.57,TRUE,2012,December,Friday,51219
1,04-01-2013,41.73,3.16,1214.08,25366.33,15.01,72.36,3940.02,224.08,6.53,FALSE,2013,January,Friday,30608
1,11-01-2013,50.32,3.24,6520.24,16134.6,12.17,774.55,4001.25,224.2,6.53,FALSE,2013,January,Friday,27443
1,18-01-2013,42.92,3.24,3772.69,3559.46,3.88,246.62,1900.4,224.24,6.53,FALSE,2013,January,Friday,9483
1,25-01-2013,53.37,3.23,965.89,1097.91,0.1,225.36,1831.88,224.24,6.53,FALSE,2013,January,Friday,4121
1,01-02-2013,56.46,3.24,9290.91,1359.9,265,20657.82,972.61,224.24,6.53,FALSE,2013,February,Friday,32546
1,08-02-2013,56.67,3.42,32355.16,729.8,280.89,20426.61,4671.78,224.24,6.53,TRUE,2013,February,Friday,58464
1,15-02-2013,49.66,3.48,72937.29,6665.52,47.21,13014.67,6310.18,224.28,6.53,FALSE,2013,February,Friday,98975
1,22-02-2013,50.25,3.6,20107.75,3163.89,42.2,15657.3,5812.86,224.42,6.53,FALSE,2013,February,Friday,44784
1,01-03-2013,48.01,3.71,10610.74,261.46,2.8,25.54,2747.59,224.56,6.53,FALSE,2013,March,Friday,13648
1,08-03-2013,50.81,3.66,5000.58,290.46,78.77,606.15,3697.11,224.71,6.53,FALSE,2013,March,Friday,9673
1,15-03-2013,55.33,3.62,3808.13,0,15.65,2616.6,1909.17,224.84,6.53,FALSE,2013,March,Friday,8350
1,22-03-2013,63.42,3.61,12553.98,0,495.1,6787.75,2545.66,224.92,6.53,FALSE,2013,March,Friday,22382
1,29-03-2013,51,3.61,13067.46,0,384.9,122.93,3903.8,225,6.53,FALSE,2013,March,Friday,17479
1,05-04-2013,58.59,3.58,12872.34,5687.86,485.97,478.04,5092.33,225.09,6.31,FALSE,2013,April,Friday,24617
1,12-04-2013,62.72,3.53,3672.43,932.58,52.86,949.07,2836.64,225.17,6.31,FALSE,2013,April,Friday,8444
1,19-04-2013,67.1,3.45,3530.36,3.95,107.5,458.76,2062.05,225.17,6.31,FALSE,2013,April,Friday,6163
1,26-04-2013,59.23,3.42,2387.72,0,98.34,516.28,1421.63,225.17,6.31,FALSE,2013,April,Friday,4424
1,03-05-2013,66.66,3.39,2298.63,2,129.9,55.46,1301.04,172.46,7.83,FALSE,2013,May,Friday,3787
1,10-05-2013,63.9,3.39,4624.61,83.88,42.38,1618.31,8144.9,172.46,7.83,FALSE,2013,May,Friday,14514
1,17-05-2013,69.53,3.45,16170.5,92,8.32,4127.24,6206.97,172.46,7.83,FALSE,2013,May,Friday,26605
1,24-05-2013,77.19,3.49,7959.89,178,1621.47,3152.57,2938.7,172.46,7.83,FALSE,2013,May,Friday,15851
1,31-05-2013,78.02,3.47,2369.77,142.45,475.35,45.55,2056.84,172.46,7.83,FALSE,2013,May,Friday,5090
1,07-06-2013,76.44,3.44,3514.75,742.59,116.15,1015.44,5137.09,172.46,7.83,FALSE,2013,June,Friday,10526
1,14-06-2013,79.86,3.43,12592.32,527.48,402.88,7474.56,2484.44,172.46,7.83,FALSE,2013,June,Friday,23482
1,21-06-2013,81.35,3.48,8104.02,417.99,327.33,5182.25,3754.44,172.46,7.83,FALSE,2013,June,Friday,17786
1,28-06-2013,83.94,3.5,4205.98,796.7,6.84,3816.78,4812.74,172.46,7.83,FALSE,2013,June,Friday,13639
1,05-07-2013,79.85,3.42,7649.99,3503.29,1766.77,9454.96,1079.89,172.46,7.83,FALSE,2013,July,Friday,23455
1,12-07-2013,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,172.46,7.83,FALSE,2013,July,Friday,12680
1,19-07-2013,79.26,3.56,3117.04,1060.39,199.05,1012.3,5381.72,172.46,7.83,FALSE,2013,July,Friday,10771
1,26-07-2013,81.54,3.62,332.17,673.19,1,38.63,1245.2,172.46,7.83,FALSE,2013,July,Friday,2290
2,05-02-2010,40.19,2.57,0,0,0,0,0,210.75,8.32,FALSE,2010,February,Friday,0
2,12-02-2010,38.49,2.55,0,0,0,0,0,210.9,8.32,TRUE,2010,February,Friday,0
2,19-02-2010,39.69,2.51,0,0,0,0,0,210.95,8.32,FALSE,2010,February,Friday,0
2,26-02-2010,46.1,2.56,0,0,0,0,0,210.98,8.32,FALSE,2010,February,Friday,0
2,05-03-2010,47.17,2.63,0,0,0,0,0,211.01,8.32,FALSE,2010,March,Friday,0
2,12-03-2010,57.56,2.67,0,0,0,0,0,211.04,8.32,FALSE,2010,March,Friday,0
2,19-03-2010,54.52,2.72,0,0,0,0,0,210.87,8.32,FALSE,2010,March,Friday,0
2,26-03-2010,51.26,2.73,0,0,0,0,0,210.68,8.32,FALSE,2010,March,Friday,0
2,02-04-2010,63.27,2.72,0,0,0,0,0,210.48,8.2,FALSE,2010,April,Friday,0
2,09-04-2010,65.41,2.77,0,0,0,0,0,210.28,8.2,FALSE,2010,April,Friday,0
2,16-04-2010,68.07,2.81,0,0,0,0,0,210.15,8.2,FALSE,2010,April,Friday,0
2,23-04-2010,65.11,2.8,0,0,0,0,0,210.1,8.2,FALSE,2010,April,Friday,0
2,30-04-2010,66.98,2.78,0,0,0,0,0,210.05,8.2,FALSE,2010,April,Friday,0
2,07-05-2010,71.28,2.84,0,0,0,0,0,210,8.2,FALSE,2010,May,Friday,0
2,14-05-2010,73.31,2.85,0,0,0,0,0,210,8.2,FALSE,2010,May,Friday,0
2,21-05-2010,74.83,2.83,0,0,0,0,0,210.28,8.2,FALSE,2010,May,Friday,0
2,28-05-2010,81.13,2.76,0,0,0,0,0,210.56,8.2,FALSE,2010,May,Friday,0
2,04-06-2010,81.81,2.71,0,0,0,0,0,210.83,8.2,FALSE,2010,June,Friday,0
2,11-06-2010,83.4,2.67,0,0,0,0,0,211.11,8.2,FALSE,2010,June,Friday,0
2,18-06-2010,85.81,2.64,0,0,0,0,0,211.11,8.2,FALSE,2010,June,Friday,0
2,25-06-2010,86.26,2.65,0,0,0,0,0,211,8.2,FALSE,2010,June,Friday,0
2,02-07-2010,82.74,2.67,0,0,0,0,0,210.88,8.1,FALSE,2010,July,Friday,0
2,09-07-2010,82.59,2.64,0,0,0,0,0,210.77,8.1,FALSE,2010,July,Friday,0
2,16-07-2010,85.32,2.62,0,0,0,0,0,210.76,8.1,FALSE,2010,July,Friday,0
2,23-07-2010,87.66,2.61,0,0,0,0,0,210.89,8.1,FALSE,2010,July,Friday,0
2,30-07-2010,83.49,2.64,0,0,0,0,0,211.03,8.1,FALSE,2010,July,Friday,0
2,06-08-2010,89.53,2.63,0,0,0,0,0,211.16,8.1,FALSE,2010,August,Friday,0
2,13-08-2010,89.05,2.69,0,0,0,0,0,211.3,8.1,FALSE,2010,August,Friday,0
2,20-08-2010,88.7,2.66,0,0,0,0,0,211.26,8.1,FALSE,2010,August,Friday,0
2,27-08-2010,87.12,2.62,0,0,0,0,0,211.22,8.1,FALSE,2010,August,Friday,0
2,03-09-2010,81.83,2.58,0,0,0,0,0,211.19,8.1,FALSE,2010,September,Friday,0
2,10-09-2010,79.09,2.57,0,0,0,0,0,211.15,8.1,TRUE,2010,September,Friday,0
2,17-09-2010,82.05,2.58,0,0,0,0,0,211.18,8.1,FALSE,2010,September,Friday,0
2,24-09-2010,81.79,2.62,0,0,0,0,0,211.26,8.1,FALSE,2010,September,Friday,0
2,01-10-2010,69.24,2.6,0,0,0,0,0,211.33,8.16,FALSE,2010,October,Friday,0
2,08-10-2010,63.19,2.63,0,0,0,0,0,211.4,8.16,FALSE,2010,October,Friday,0
2,15-10-2010,65.8,2.72,0,0,0,0,0,211.47,8.16,FALSE,2010,October,Friday,0
2,22-10-2010,68.5,2.73,0,0,0,0,0,211.52,8.16,FALSE,2010,October,Friday,0
2,29-10-2010,66.24,2.72,0,0,0,0,0,211.57,8.16,FALSE,2010,October,Friday,0
2,05-11-2010,57.85,2.69,0,0,0,0,0,211.61,8.16,FALSE,2010,November,Friday,0
2,12-11-2010,59.69,2.73,0,0,0,0,0,211.66,8.16,FALSE,2010,November,Friday,0
2,19-11-2010,50.81,2.77,0,0,0,0,0,211.55,8.16,FALSE,2010,November,Friday,0
2,26-11-2010,62.98,2.74,0,0,0,0,0,211.41,8.16,TRUE,2010,November,Friday,0
2,03-12-2010,49.33,2.71,0,0,0,0,0,211.27,8.16,FALSE,2010,December,Friday,0
2,10-12-2010,45.5,2.84,0,0,0,0,0,211.12,8.16,FALSE,2010,December,Friday,0
2,17-12-2010,47.55,2.87,0,0,0,0,0,211.06,8.16,FALSE,2010,December,Friday,0
2,24-12-2010,49.97,2.89,0,0,0,0,0,211.06,8.16,FALSE,2010,December,Friday,0
2,31-12-2010,47.3,2.94,0,0,0,0,0,211.06,8.16,TRUE,2010,December,Friday,0
2,07-01-2011,44.69,2.98,0,0,0,0,0,211.06,8.03,FALSE,2011,January,Friday,0
2,14-01-2011,33.02,2.98,0,0,0,0,0,211.12,8.03,FALSE,2011,January,Friday,0
2,21-01-2011,41.4,3.02,0,0,0,0,0,211.49,8.03,FALSE,2011,January,Friday,0
2,28-01-2011,42.83,3.01,0,0,0,0,0,211.86,8.03,FALSE,2011,January,Friday,0
2,04-02-2011,38.25,2.99,0,0,0,0,0,212.22,8.03,FALSE,2011,February,Friday,0
2,11-02-2011,33.19,3.02,0,0,0,0,0,212.59,8.03,TRUE,2011,February,Friday,0
2,18-02-2011,57.83,3.05,0,0,0,0,0,212.9,8.03,FALSE,2011,February,Friday,0
2,25-02-2011,60.8,3.07,0,0,0,0,0,213.19,8.03,FALSE,2011,February,Friday,0
2,04-03-2011,57.77,3.29,0,0,0,0,0,213.48,8.03,FALSE,2011,March,Friday,0
2,11-03-2011,52.7,3.46,0,0,0,0,0,213.76,8.03,FALSE,2011,March,Friday,0
2,18-03-2011,62.32,3.49,0,0,0,0,0,214.02,8.03,FALSE,2011,March,Friday,0
2,25-03-2011,69.42,3.47,0,0,0,0,0,214.25,8.03,FALSE,2011,March,Friday,0
2,01-04-2011,55.43,3.52,0,0,0,0,0,214.49,7.93,FALSE,2011,April,Friday,0
2,08-04-2011,67,3.62,0,0,0,0,0,214.73,7.93,FALSE,2011,April,Friday,0
2,15-04-2011,69.48,3.74,0,0,0,0,0,214.94,7.93,FALSE,2011,April,Friday,0
2,22-04-2011,69.39,3.81,0,0,0,0,0,215.11,7.93,FALSE,2011,April,Friday,0
2,29-04-2011,69.21,3.81,0,0,0,0,0,215.28,7.93,FALSE,2011,April,Friday,0
2,06-05-2011,61.48,3.91,0,0,0,0,0,215.44,7.93,FALSE,2011,May,Friday,0
